scenario,lambda,mu_nurse,mu_doctor,s_nurse,s_doctor,s_nurse_max,s_doctor_max,Tmax,nurse_price,doctor_price,total_cost,patient_loss,hospital_overload,system_stable,nurse_utilization,doctor_utilization,optimal_nurses,optimal_doctors,nurse_queue_time,doctor_queue_time,system_total_time
small_emergency,27.93022645834409,9.438585550552055,10.62696101980849,7,4,8,4,0.5,150,500,3050,0,0,1,0.4227362595615441,0.6570605276118587,6,4,0.008730708826714898,0.2657134502189332,0.4744925165378955
small_emergency,20.47356288230783,7.560277756696022,13.455685358421094,9,3,8,4,0.5,150,500,2850,0,1,1,0.3008937493389888,0.5071849392270624,5,3,0.00032709542005356155,0.1654452980256033,0.3723606939796632
small_emergency,30.341937882958213,7.8092202491982645,11.602064946902907,10,5,8,4,0.5,150,500,4000,0,1,1,0.3885399171072589,0.5230437516393629,8,4,0.0011863605601562625,0.06355343363113633,0.2789851055601662
small_emergency,11.407483496659026,7.820941496241797,14.963066297686176,8,5,8,4,0.5,150,500,3700,0,1,1,0.18232273413214817,0.1524752115603876,4,2,2.209104956926837e-05,0.000278790599033089,0.19499394708319956
small_emergency,18.343652154158395,7.18152275409597,12.48045503112779,4,4,8,4,0.5,150,500,2600,0,0,1,0.6385711214134956,0.3674475832092474,5,3,0.23407418485858075,0.02769719938263602,0.48114290222863887
small_emergency,20.591868360659,8.160626169396128,13.15952154048771,5,4,8,4,0.5,150,500,2750,0,0,1,0.5046639297823089,0.39119713238251663,5,3,0.054309620279745785,0.034828418435355425,0.2876682598120847
small_emergency,17.171991841466998,7.941867878034556,10.970458858312407,8,4,8,4,0.5,150,500,3200,0,0,1,0.27027633966564896,0.39132346384161587,5,3,0.0003200233217647973,0.03486966773518639,0.25225854405340215
small_emergency,16.88422598197031,6.2386947690680445,10.430834445025008,6,3,8,4,0.5,150,500,2400,0,0,1,0.4510619236597286,0.5395613703760537,6,3,0.019974597446285366,0.2034060150390224,0.47954015795129534
small_emergency,16.396648537211888,9.634696151136513,11.016845313186277,7,4,8,4,0.5,150,500,3050,0,0,1,0.2431190694251975,0.3720813007510058,4,3,0.0003729922122637468,0.028994400046121763,0.22392902366375472
small_emergency,12.003871436178237,6.596971429427892,14.60086943342985,6,4,8,4,0.5,150,500,2900,0,0,1,0.30326722811599943,0.2055335042017159,4,2,0.002803108366445353,0.003311691605902519,0.2261885819641292
small_emergency,17.88882518144372,9.849265086376183,13.605401991888844,10,4,8,4,0.5,150,500,3500,0,1,1,0.18162598959985463,0.32870813358011275,4,3,2.614095102256877e-06,0.018454454858991356,0.19348770392093956
small_emergency,12.919223795678526,6.828941872645908,12.798826841029765,4,5,8,4,0.5,150,500,3100,0,1,1,0.47295847719204953,0.20188137485011984,4,3,0.07040858879887138,0.0009990483882892337,0.29597536887931236
small_emergency,12.360936074751402,9.5902840515171,14.296754354841713,5,5,8,4,0.5,150,500,3250,0,1,1,0.2577803954158377,0.17291947204178226,4,2,0.002963582685568013,0.000495792145976265,0.1776775185275435
small_emergency,30.615741145366492,7.5261772688497475,14.658967705829273,9,5,8,4,0.5,150,500,3850,0,1,1,0.4519889572932866,0.41770664564861365,6,4,0.005307255196407154,0.02396893462877748,0.2303633957383554
small_emergency,26.474706475657204,7.312664014201801,13.667074079641946,8,5,8,4,0.5,150,500,3700,0,1,1,0.45254893470151786,0.3874231795537439,6,4,0.00814020395893697,0.017349686377883825,0.23540751040527536
small_emergency,19.08192289384224,8.477854439344515,13.689070890477513,9,3,8,4,0.5,150,500,2850,0,1,1,0.25008847109142973,0.46465103552343445,4,3,8.501233264790868e-05,0.12475108936888718,0.31584145093546034
small_emergency,13.152267172168926,9.212903043465648,10.9855117778062,6,4,8,4,0.5,150,500,2900,0,0,1,0.2379320088741792,0.2993093867219772,3,3,0.0008092419369730981,0.013121470303578147,0.21350311795378815
small_emergency,32.85561819052846,8.946184624106667,13.791528946659422,9,4,8,4,0.5,150,500,3350,0,1,1,0.40806493458171716,0.5955760655254748,6,4,0.0026956505827457154,0.17396440353683493,0.36094782609895076
small_emergency,20.35063912705468,9.377418234462692,10.214285914124499,10,5,8,4,0.5,150,500,4000,0,1,1,0.21701750543944606,0.3984740450414345,4,4,1.1890067097160726e-05,0.019576583495134952,0.22412972917655016
small_emergency,30.502402814982066,9.229260758292968,11.072771296534757,7,4,8,4,0.5,150,500,3050,1,0,1,0.4721381517485659,0.6886804124755979,1,1,0.015949972971956442,0.3302585027670731,0.5448711433622495
small_emergency,15.381108010846578,5.96062715047577,11.223846787198642,5,3,8,4,0.5,150,500,2250,0,0,1,0.5160902577044725,0.45679846676659613,5,3,0.05991517465579405,0.11821242121576513,0.434991190226144
small_emergency,29.699606068294933,7.795107370884335,10.663311072497812,10,4,8,4,0.5,150,500,3500,1,1,1,0.3810031684647031,0.6963035652428451,1,1,0.0010262976973012927,0.34815877574024484,0.5712501718921348
small_emergency,19.43263186979268,6.420956220527078,10.98852481986942,9,4,8,4,0.5,150,500,3350,0,1,1,0.33627099215584005,0.4421119346851419,5,4,0.0007176600707419942,0.05469934256012982,0.30216107210488913
small_emergency,19.698399763737232,5.302235186653114,13.004519567660607,7,4,8,4,0.5,150,500,3050,0,0,1,0.5307303448532265,0.37868372724669586,7,3,0.030093511521370575,0.030919865676798105,0.3265094269121658
small_emergency,28.539844428779904,6.851139593341671,13.722739640114135,9,5,8,4,0.5,150,500,3850,0,1,1,0.46285640253219185,0.41594965986751803,6,4,0.006200301360549496,0.023538817944085102,0.24857198427390992
small_emergency,22.523889005506426,7.0949712238077645,13.773038213883396,10,5,8,4,0.5,150,500,4000,0,1,1,0.3174627252880977,0.327072192144244,6,3,0.0002571277141698282,0.008368504473602805,0.22217615236776006
small_emergency,13.809712296543522,6.950529266848136,10.00313270321061,5,5,8,4,0.5,150,500,3250,0,1,1,0.3973715314720436,0.276107749567516,4,3,0.019345082289556576,0.004006289596026806,0.2671939902463319
small_emergency,23.540150001235475,5.616935528858453,12.454258174004362,8,4,8,4,0.5,150,500,3200,0,0,1,0.5238655019336588,0.4725321587272571,7,4,0.019465518737513756,0.07016966489085952,0.34796202734258674
small_emergency,10.206539373106015,8.268638967937603,11.295149511884931,7,2,8,4,0.5,150,500,2050,0,0,1,0.17633821708199926,0.4518107246994179,4,2,5.308869864921772e-05,0.2564912394201149,0.46601679384072864
small_emergency,32.5887030923453,6.105895293488383,13.300757445947898,8,4,8,4,0.5,150,500,3200,1,0,1,0.6671565250860804,0.6125347226423092,1,1,0.08320132435988992,0.19567852721900805,0.5178396858868501
small_emergency,15.448718052300928,5.986334378837075,11.086467537005088,5,5,8,4,0.5,150,500,3250,0,1,1,0.5161328143284254,0.2786950487291872,5,3,0.05993690630999356,0.00417315416145058,0.3213572509395332
small_emergency,18.319064110090792,7.3830171219408784,10.434758521248634,6,3,8,4,0.5,150,500,2400,1,0,1,0.41354060288013617,0.5851936765885891,4,4,0.013064986727761616,0.26999254100071446,0.5143370637126746
small_emergency,15.51939471696933,6.158260358438536,10.651655444394356,5,4,8,4,0.5,150,500,2750,0,0,1,0.5040187914661135,0.3642484212427449,5,3,0.0540064110035854,0.026827002287986693,0.3370990547571436
small_emergency,34.340747466917605,8.712011557722892,14.587248261293002,6,5,8,4,0.5,150,500,3400,0,1,1,0.656961698596381,0.4708324264013543,6,4,0.13154099975861666,0.040153525421352594,0.355031603956437
small_emergency,17.2564489263601,5.009510083738103,11.773755936770218,9,4,8,4,0.5,150,500,3350,0,1,1,0.382748648468486,0.36641767119673063,6,3,0.0017503176105113259,0.02741481286535453,0.3137201129034729
small_emergency,17.20457252801415,5.2436207607085485,11.685694090659366,9,3,8,4,0.5,150,500,2850,0,1,1,0.3645609125861041,0.49075882569286566,6,3,0.001255441793407969,0.1486072017588745,0.4261452819388923
small_emergency,21.43567172433076,7.40930442938312,14.977942215534634,8,4,8,4,0.5,150,500,3200,0,0,1,0.3616343465272394,0.3577873284572159,5,3,0.002066949521566914,0.02513124430704257,0.22892847509329817
small_emergency,28.329942359577682,5.37867643298605,11.172856063465256,9,5,8,4,0.5,150,500,3850,0,1,1,0.5852315922894954,0.50712086862401,1,1,0.028083424374097943,0.05547711520758597,0.35898251449041874
small_emergency,12.210631926240655,9.004202328971164,12.600348343819926,5,5,8,4,0.5,150,500,3250,0,1,1,0.27122073627672166,0.1938141961325948,6,2,0.003704866523303287,0.0008314409871240327,0.19495844750219798
small_emergency,24.55654634076193,7.437885238102433,10.074018983174001,7,4,8,4,0.5,150,500,3050,0,0,1,0.47164992956724655,0.6094029200703607,6,4,0.0158605973883778,0.19148717214069463,0.44105983586006187
small_emergency,10.705801271203367,7.796374263246278,12.935168938503615,10,3,8,4,0.5,150,500,3000,0,1,1,0.13731769293930293,0.2758835575090126,4,2,2.2358207959434586e-07,0.026109726518485844,0.2316833159951751
small_emergency,19.390857819419153,5.069301319662133,13.727267180983509,6,5,8,4,0.5,150,500,3400,0,1,1,0.6375256534928679,0.2825159234356779,7,3,0.11213511739219041,0.004429079829046937,0.38667775211978445
small_emergency,25.21128377040671,8.985802306941224,14.111147965236945,7,5,8,4,0.5,150,500,3550,0,1,1,0.4008113960418244,0.3573243485578231,6,3,0.006515129501612659,0.01225555659985232,0.20092331096987337
small_emergency,10.523162269684569,8.637742786876927,11.930362310420342,8,3,8,4,0.5,150,500,2700,0,0,1,0.15228460908896396,0.29401628092197774,4,2,6.191074503711194e-06,0.03143859752348209,0.23103552583562437
small_emergency,15.79775207072307,8.741254181718531,14.590226094666543,9,4,8,4,0.5,150,500,3350,0,1,1,0.20080708662001215,0.2706906659331677,4,3,1.6180762542653882e-05,0.009096766683189367,0.19205204095566725
small_emergency,13.871095047499093,9.033582228999514,11.400185580481686,3,3,8,4,0.5,150,500,1950,0,0,1,0.5118344231509195,0.40558097203984306,3,3,0.1704913368876361,0.08180988332383493,0.4507171474434387
small_emergency,19.9276197661276,9.500702922225841,10.673371504984965,7,3,8,4,0.5,150,500,2550,1,0,1,0.2996412841278022,0.6223469237382167,4,4,0.0012665798365012544,0.3388245222355922,0.5390375797065202
small_emergency,16.931717972948068,8.161281217716613,13.62416205667039,4,3,8,4,0.5,150,500,2100,0,0,1,0.5186599236463166,0.41425710935517185,4,3,0.10012561979454342,0.08727601407111757,0.38333042431392117
small_emergency,15.107963685963927,9.40284119169128,10.161617644962035,10,4,8,4,0.5,150,500,3500,0,1,1,0.16067445336962533,0.3716918952725556,4,3,8.995888119846491e-07,0.02888368935418078,0.23364495103338534
small_emergency,18.121167930735574,7.514858937495385,14.02730584452873,5,4,8,4,0.5,150,500,2750,0,0,1,0.4822756642927791,0.32296237302410485,4,3,0.04456125794628011,0.01730709298949413,0.266227574784653
small_emergency,25.989882872267035,5.929415733531018,10.723255780873775,10,4,8,4,0.5,150,500,3500,0,1,1,0.43832114394161126,0.6059233175856706,8,4,0.0028505754085867254,0.18692916831654685,0.451685683940902
small_emergency,14.544243490435859,8.459042141254049,11.478338509260317,7,5,8,4,0.5,150,500,3550,0,1,1,0.24562462692191295,0.25342071030057317,4,3,0.0003963967561572765,0.0027490654108465753,0.20848277943071247
small_emergency,13.156440996960855,7.917079848944909,12.235117789236208,5,4,8,4,0.5,150,500,2750,0,0,1,0.33235590010410676,0.2688253849205926,3,3,0.008968519872980706,0.00887004464574102,0.22587970883998393
small_emergency,17.979299528634193,7.240526444771019,12.874249121442421,10,4,8,4,0.5,150,500,3500,0,1,1,0.24831481061185165,0.34913297387358244,5,3,3.6288540718944475e-05,0.022985106154738883,0.23880733204157023
small_emergency,14.903152948083806,8.354072441220541,10.704533598032457,5,3,8,4,0.5,150,500,2250,0,0,1,0.3567877356329564,0.46407604814042136,4,3,0.012176545836978036,0.1242627886134483,0.3495597951777938
small_emergency,34.60393992476123,7.269263245071925,13.56066454769045,8,4,8,4,0.5,150,500,3200,0,0,1,0.5950386366221568,0.637946978982212,8,4,0.041492572071440414,0.23307388245187102,0.48587467621149705
small_emergency,32.455932408396365,7.3156637602794286,10.62665429927165,8,5,8,4,0.5,150,500,3700,0,1,1,0.5545623314561118,0.6108400912340001,1,1,0.027281666842985323,0.12837135692883644,0.3864490155049401
small_emergency,23.59788081367331,7.497677151355417,13.408888431064284,6,3,8,4,0.5,150,500,2400,1,0,1,0.5245598144888409,0.5866228443665337,7,3,0.04182693263353786,0.2723708403178926,0.5221498114747055
small_emergency,11.150952050903994,6.234389874601442,12.034107529667722,10,5,8,4,0.5,150,500,4000,0,1,1,0.17886196203949892,0.18532245990678609,4,3,2.289795602796183e-06,0.0006790410932366552,0.24417909749512656
small_emergency,34.326726119799886,8.893696748673218,12.642543542013403,10,4,8,4,0.5,150,500,3500,1,1,1,0.38596690543694134,0.6787939073677326,1,1,0.0011295383902184505,0.3084875606476743,0.5011542896483288
small_emergency,10.98380141206734,7.1677505698386845,12.115087943683633,5,5,8,4,0.5,150,500,3250,0,1,1,0.30647833807962815,0.18132433644930981,5,2,0.006313805571906404,0.000615136383627181,0.22898442904446356
small_emergency,11.917013753586911,5.798364440448544,10.35317093018258,8,4,8,4,0.5,150,500,3200,0,0,1,0.2569046382816067,0.28776241196900515,4,3,0.00022887134338810673,0.011369587691190005,0.28064965092095245
small_emergency,17.446365942378993,7.643675665174584,13.59203723834117,8,5,8,4,0.5,150,500,3700,0,1,1,0.2853072053715356,0.25671451065724454,4,3,0.00045609435421706723,0.002910010658970555,0.2077657036480104
small_emergency,20.809551424736043,9.977197087470639,13.698869577489305,4,3,8,4,0.5,150,500,2100,0,0,1,0.5214277928534826,0.5063569006436215,4,3,0.10221285876694977,0.1645599825363266,0.4400001156336513
small_emergency,10.257060601382275,8.958880128849986,10.667654988932183,3,4,8,4,0.5,150,500,2450,0,0,1,0.38163477480300245,0.2403775856086482,3,3,0.06803681293873043,0.005891790627048602,0.27929101183308835
small_emergency,22.407069566288833,6.803978385152808,12.162881621742661,10,5,8,4,0.5,150,500,4000,0,1,1,0.3293230562751942,0.3684500147766531,5,4,0.00034130666159454536,0.013983163375077682,0.24351466474028832
small_emergency,27.502445501386912,7.939549977851814,11.390744158782699,6,4,8,4,0.5,150,500,2900,0,0,1,0.5773300665257644,0.6036138885663032,6,4,0.0673786286795022,0.1839601616837277,0.4650810902297402
small_emergency,11.528661513786645,9.894415598769863,10.551458430175778,5,5,8,4,0.5,150,500,3250,0,1,1,0.23303370267203982,0.21852261637720516,3,3,0.0018968777101076783,0.001424655414223847,0.19916227253247862
small_emergency,19.305910952261527,6.037856372732087,13.990680085967833,6,4,8,4,0.5,150,500,2900,0,0,1,0.5329129457117173,0.3449780645692965,6,3,0.04521748629212275,0.022004017426405762,0.30431935130863597
small_emergency,18.9288448952525,7.851468949442623,11.915032032207291,4,5,8,4,0.5,150,500,3100,0,1,1,0.6027166705090345,0.31773049109874496,5,3,0.18281858324010059,0.007382340668649354,0.40149322196825665
small_emergency,33.42439529336799,7.894194728993874,10.313386733952036,8,5,8,4,0.5,150,500,3700,0,1,1,0.5292559349119954,0.6481749624172183,1,1,0.02068325675541545,0.17052281934200106,0.41484280088403414
small_emergency,29.69596538542262,9.81947691892247,12.698802271792635,8,5,8,4,0.5,150,500,3700,0,1,1,0.37802376886539485,0.4676971063859327,5,4,0.0027216888625743838,0.0390087279207174,0.2223164194018594
small_emergency,12.28913950913879,5.155782272170571,13.61213737328426,8,4,8,4,0.5,150,500,3200,0,0,1,0.29794556045044873,0.2257018712810297,4,3,0.000604243595091502,0.004675410996623375,0.27270049119982775
small_emergency,29.89317078980939,9.998503002028986,13.7235841006312,9,5,8,4,0.5,150,500,3850,0,1,1,0.3321960717935386,0.4356467023572142,5,4,0.0006590018368870905,0.028718718742787152,0.20225995492898902
small_emergency,21.008249351847994,9.939092265133986,10.976175621147242,4,4,8,4,0.5,150,500,2600,0,0,1,0.5284247492485871,0.4784965655836552,4,4,0.10765251964175594,0.07357174461211885,0.3729434880631958
small_emergency,11.81959806089754,9.120456900524823,14.310498984623075,7,2,8,4,0.5,150,500,2050,0,0,1,0.18513480488049733,0.41296945947160685,3,2,7.17093754163172e-05,0.20560913186765883,0.3852032363511171
small_emergency,17.487361733586237,8.884985743401128,13.582819329183902,5,3,8,4,0.5,150,500,2250,0,0,1,0.39363848718776134,0.42915395078087304,4,3,0.0185767835817622,0.09729750346854696,0.30204612576904594
small_emergency,10.814299541516645,7.464280726834828,10.46185197525431,8,3,8,4,0.5,150,500,2700,0,0,1,0.1811008310324893,0.3445629437661066,3,3,2.1076655616588436e-05,0.05013863466090552,0.2797164634693368
small_emergency,10.428184025671364,5.746718368805243,14.230780419251243,9,3,8,4,0.5,150,500,2850,0,1,1,0.20162587403850432,0.2442635779263432,4,2,1.6695290070719714e-05,0.018330883184679462,0.26263014904068016
small_emergency,11.515676890195994,5.752424799326085,11.862892411589177,6,3,8,4,0.5,150,500,2400,0,0,1,0.3336470355812704,0.32357698529312073,4,3,0.0045257010736931445,0.041640829931419335,0.30430273938533836
small_emergency,17.49437157791573,7.081535567517148,11.717452848876988,8,3,8,4,0.5,150,500,2700,0,0,1,0.3088025791002526,0.4976727679512249,5,3,0.000760947366034376,0.155511704778413,0.38282774267762204
small_emergency,11.65862696486229,7.520380644363487,14.970268589316827,5,5,8,4,0.5,150,500,3250,0,1,1,0.3100541718882384,0.15575708472167543,4,2,0.00663980230103769,0.0003074413908664658,0.20671830507581046
small_emergency,23.889463168313664,8.97131205027856,12.812724489058489,8,5,8,4,0.5,150,500,3700,0,1,1,0.33285910458844054,0.3729021597040384,5,4,0.001227713710472481,0.014723987139939559,0.20546552974350812
small_emergency,10.113901164404167,5.599059618511186,13.837530227269482,10,2,8,4,0.5,150,500,2500,0,1,1,0.1806357112356217,0.3654518182902612,4,2,2.4936064410118022e-06,0.15414138963907237,0.4050125349846284
small_emergency,22.971280580381794,6.57778598300582,11.26610292391258,5,4,8,4,0.5,150,500,2750,1,0,1,0.6984502274695388,0.5097432700447083,6,4,0.2489627019170729,0.0936412980063636,0.583392675076809
small_emergency,28.85363204382821,8.130507201761493,10.8361531024593,10,4,8,4,0.5,150,500,3500,0,1,1,0.35488108340371444,0.6656797797845756,1,1,0.0006031852652539316,0.28189764708005044,0.4977780613520454
small_emergency,20.19525919948412,7.820194170867447,10.705202462224586,7,5,8,4,0.5,150,500,3550,0,1,1,0.36892140597293016,0.3772980337503577,5,4,0.004114295807835657,0.015484390264960377,0.24088527449531338
small_emergency,13.038270347788819,5.125730201813791,14.845582934837964,5,3,8,4,0.5,150,500,2250,0,0,1,0.5087380659705848,0.29275307914859205,5,3,0.05625671626933276,0.031045445959837607,0.3497564200425186
small_emergency,14.559646640241436,6.6534892935633625,12.384900549565522,8,4,8,4,0.5,150,500,3200,0,0,1,0.273534043526728,0.2938991431940123,4,3,0.00034623631209526904,0.012278107720072368,0.24366490456970635
small_emergency,13.352361309920498,7.232921791967719,13.790921563954313,9,3,8,4,0.5,150,500,2850,0,1,1,0.2051170666258047,0.322733117048535,4,3,1.904821317736012e-05,0.041321800949530196,0.25210903356518644
small_emergency,13.164966044424219,9.823570709101201,11.00858914151999,5,4,8,4,0.5,150,500,2750,0,0,1,0.26802812203972487,0.29897032842226895,3,3,0.003517392689541291,0.01306742522599718,0.20921895881116093
small_emergency,17.700244011340793,8.476908633461402,10.088833421880876,7,3,8,4,0.5,150,500,2550,0,0,1,0.29829344595659346,0.5848130393666107,6,3,0.0012341264064754996,0.26936243270953597,0.4876835799126765
small_emergency,10.652235480283892,8.389204847704402,11.664422151981439,4,4,8,4,0.5,150,500,2600,0,0,1,0.3174387702309695,0.2283061119850329,4,2,0.01625380806655458,0.004876744145948279,0.2260621398500896
small_emergency,25.970463592355152,5.1864032072042106,12.665036776293384,9,4,8,4,0.5,150,500,3350,0,1,1,0.556379238276146,0.5126409036759979,8,4,0.02031931767014663,0.095709084919522,0.3877977814492336
small_emergency,18.56413430219704,7.662471381387735,12.567009200094517,8,4,8,4,0.5,150,500,3200,0,0,1,0.30284182116636704,0.36930295041992606,5,3,0.0006712746301223881,0.028211334153226793,0.23896223369476172
small_emergency,14.798366090953845,6.647522441711224,14.980627909473238,10,5,8,4,0.5,150,500,4000,0,1,1,0.22261475941921616,0.19756669987905998,4,3,1.471291813224686e-05,0.0009065027104332252,0.21810607737841425
small_emergency,17.452870738137776,5.703624939493632,13.953435605144302,7,3,8,4,0.5,150,500,2550,0,0,1,0.4371373073711871,0.41693126653585144,5,3,0.010486533385581361,0.08901469676181228,0.34649526430282124
small_emergency,23.982760577017515,9.772317159176108,12.762253401998441,8,3,8,4,0.5,150,500,2700,1,0,1,0.30676911353744213,0.6263982757481281,4,4,0.0007293214290350707,0.3473025535645948,0.5287178190336388
small_emergency,11.856611681147577,9.773626179629979,10.564077949334523,7,4,8,4,0.5,150,500,3050,0,0,1,0.17330329988122117,0.2805879447788076,3,3,4.7671301549824944e-05,0.010369971810589945,0.20739422808348235
small_emergency,13.771727756726387,6.113362936590133,12.15973446485028,6,3,8,4,0.5,150,500,2400,0,0,1,0.3754542276095662,0.37752271089295686,4,3,0.00812774622599983,0.06585498638859008,0.3197974595781564
small_emergency,10.115872492770622,8.582551166553475,12.247480793091292,4,4,8,4,0.5,150,500,2600,0,0,1,0.2946639145069288,0.20648884173953772,3,2,0.012394879601699537,0.003368881197115947,0.21392867701523433
small_emergency,22.964767505068103,6.849291211324389,12.831442026872306,10,4,8,4,0.5,150,500,3500,0,1,1,0.3352867734269923,0.447431540760852,5,4,0.00039168428332037134,0.05719044341593153,0.28151619958473517
small_emergency,31.97088545724014,9.595863526290206,11.402197039085488,10,4,8,4,0.5,150,500,3500,1,1,1,0.3331736155860086,0.7009808142160548,1,1,0.00037316583564735867,0.35965670343943634,0.5519438349026707
small_emergency,14.942909758206914,7.704972458520599,13.401339112514755,6,3,8,4,0.5,150,500,2400,0,0,1,0.3232308711171358,0.37167703000298363,4,3,0.0038620915886282367,0.06284113157170396,0.271108949095619
small_emergency,14.693231389407027,6.871726767199975,14.13475847006477,5,3,8,4,0.5,150,500,2250,0,0,1,0.42764306228066407,0.34650353643054255,4,3,0.026517206336532158,0.0509810893939314,0.29376970917774003
small_emergency,15.950287647748409,6.123518372349409,12.13674576092652,5,4,8,4,0.5,150,500,2750,0,0,1,0.5209517364974857,0.3285536329495206,5,3,0.062440137170785906,0.018422899012198575,0.3265622549578086
small_emergency,24.687160269744602,7.180778910472674,12.593038079423746,6,4,8,4,0.5,150,500,2900,0,0,1,0.5729916994970204,0.4900954025955403,6,4,0.06487082129216605,0.08056631347829812,0.36410674878760246
small_emergency,33.61144702846315,5.998522890281092,14.444446602461115,8,4,8,4,0.5,150,500,3200,1,0,1,0.7004109103868091,0.5817364962728352,1,1,0.11317793275284191,0.15791336039248693,0.5070297596287939
small_emergency,17.341678729404737,8.0054847512335,13.160062789680719,4,3,8,4,0.5,150,500,2100,0,0,1,0.5415561726831314,0.43925015167868287,4,3,0.1185238463008456,0.10457222199180222,0.4239979071590955
small_emergency,21.790751208301515,5.110846640862181,11.275670505905985,10,4,8,4,0.5,150,500,3500,0,1,1,0.4263628463057443,0.4831364839210211,7,4,0.00233653351813675,0.0763085722409806,0.3629939260228723
small_emergency,13.92713942658909,5.807798774078496,10.134640155322614,6,5,8,4,0.5,150,500,3400,0,1,1,0.3996677561887137,0.274842307435547,5,3,0.011052786957074269,0.0039265307016748486,0.2858330772691586
small_emergency,14.75502319079903,9.596500196576798,14.091284068774872,6,5,8,4,0.5,150,500,3400,0,1,1,0.2562570188532959,0.20942056265113482,3,3,0.001187844296159694,0.0011777600042823834,0.17753611355366966
small_emergency,23.690967746006876,6.911338508629397,14.93706025689177,10,4,8,4,0.5,150,500,3500,0,1,1,0.34278407455265975,0.39651322513538373,6,3,0.000463720738331991,0.03659611006603363,0.24869718136862135
small_emergency,27.45480424377068,9.444207251368265,13.56779435312141,10,4,8,4,0.5,150,500,3500,0,1,1,0.29070522822117295,0.5058818612889431,5,4,0.00012899628261192562,0.0909432348826514,0.27066119066353467
small_emergency,11.953417225921525,5.37187534621796,14.040767410828545,9,5,8,4,0.5,150,500,3850,0,1,1,0.24724279398663226,0.17026729203850766,6,2,7.808822564240854e-05,0.00046208018817144253,0.25791607589913557
small_emergency,25.81157404659362,9.80283387526539,13.171737257906663,6,5,8,4,0.5,150,500,3400,0,1,1,0.4388454463785492,0.3919236094859025,5,4,0.017467907416609058,0.01823178524802408,0.21363113990649207
small_emergency,18.805205281199484,8.452724997649781,10.942097022693403,6,3,8,4,0.5,150,500,2400,0,0,1,0.37079177201096164,0.5728702411794971,5,3,0.007641761427976387,0.2502785453191369,0.467615510635509
small_emergency,34.929172532031814,9.487460749039627,12.564286478881748,6,4,8,4,0.5,150,500,2900,1,0,1,0.613602407359411,0.6950090757390267,1,1,0.09188447780401564,0.34504720099115094,0.6219246310669936
small_emergency,28.112561868737778,8.506772953903624,13.85272658534773,9,5,8,4,0.5,150,500,3850,0,1,1,0.36719188373094286,0.4058776688550675,5,4,0.0013188952543880207,0.021186790857135405,0.21224703102201908
small_emergency,18.381946310390276,5.38706853735252,11.831647083781139,6,3,8,4,0.5,150,500,2400,1,0,1,0.5687059106740113,0.5178751017004304,7,3,0.06247269645353409,0.17724156930549198,0.5098630674851218
small_emergency,27.798170026912995,8.776225348355746,14.915740944505274,8,4,8,4,0.5,150,500,3200,0,0,1,0.39593004001602283,0.4659200325739334,5,4,0.003619073622016004,0.06654575130223399,0.2511522944430349
small_emergency,20.288654847126438,8.691136629366877,13.51047254645098,8,5,8,4,0.5,150,500,3700,0,1,1,0.29180094204497053,0.30033967764445063,5,3,0.0005279609188329437,0.005782450440269918,0.19538681654647488
small_emergency,15.57724426285127,8.87218305547125,13.478930950781987,9,3,8,4,0.5,150,500,2850,0,1,1,0.1950821919783589,0.3852245236097538,4,3,1.294563686701878e-05,0.06998406960630647,0.2568987065505155
small_emergency,18.438701765557177,6.68971123325794,11.484821029296057,7,4,8,4,0.5,150,500,3050,0,0,1,0.3937539544497838,0.40137111667919795,6,3,0.005906559739955285,0.0382696053771635,0.28073089675299195
small_emergency,18.48499039965084,7.663425841418125,11.64975593926311,7,5,8,4,0.5,150,500,3550,0,1,1,0.34458647723368163,0.3173455391859494,5,3,0.0028068259669126443,0.007343679760387677,0.22647915670896662
small_emergency,18.115188408277646,7.962386024328879,11.854681416440371,10,5,8,4,0.5,150,500,4000,0,1,1,0.2275095474262002,0.3056208390915516,5,3,1.7635336019917403e-05,0.006237456468641017,0.21620044727123208
small_emergency,10.915576490564202,6.775849686012609,12.476907210095938,5,5,8,4,0.5,150,500,3250,0,1,1,0.32219063280276816,0.17497247205191438,5,2,0.00784155466128262,0.0005231511527248459,0.23609574012284462
small_emergency,18.79582182793634,8.396524960141026,12.151914622244444,7,5,8,4,0.5,150,500,3550,0,1,1,0.319789129042952,0.30934749646002324,5,3,0.0018385520115221812,0.006574394341383195,0.20980139428843136
small_emergency,16.376555552489485,6.464070688012409,10.308805874351773,9,3,8,4,0.5,150,500,2850,0,1,1,0.2814971202255592,0.5295328981227019,5,3,0.00020243486890356407,0.19091776860092188,0.44282592774049007
small_emergency,20.77791843200797,6.900115262710947,14.468635648249979,8,5,8,4,0.5,150,500,3700,0,1,1,0.3764052780446716,0.2872132374764875,5,3,0.0026504052511721722,0.004759698704130562,0.22145023633395433
small_emergency,13.475529772034115,7.622369574679323,13.954218558804282,8,3,8,4,0.5,150,500,2700,0,0,1,0.2209865587073859,0.32189858847456704,4,3,8.32055591272171e-05,0.041007972292940155,0.24394689345857568
small_emergency,25.864972210562833,7.223944325225014,13.222452293428578,6,4,8,4,0.5,150,500,2900,0,0,1,0.596741684000478,0.48903508283817854,6,4,0.07965959057243774,0.07990546571786855,0.3736225232878749
