scenario,lambda,mu_nurse,mu_doctor,s_nurse_max,s_doctor_max,Tmax,nurse_price,doctor_price,optimal_nurses,optimal_doctors,system_total_time,patient_loss,hospital_overload,arrival_pattern,lambda_variance,uncertainty_penalty
standard,6.260662191776074,3.3447806015349126,2.014068465167573,6,7,32.44815362331407,63.82321370098143,469.6571544960953,2,4,8.47578012272889,0.0,0.0,poisson,,
standard,10.23023233325453,5.129439997988598,2.7826539772589016,16,11,18.859018115407135,55.99763567127791,406.69369986800575,3,4,3.54884281241897,0.0,0.0,poisson,,
standard,12.153753940351223,3.958176346050457,2.987370333813358,19,6,27.265912861955297,60.36451737554238,322.557155222989,4,5,1.7911593198043128,0.0,0.0,poisson,,
standard,5.127726199477699,6.478067926066971,3.479207542170302,15,4,24.871160785396558,123.21222350121074,220.56523319886924,1,2,5.427501671231317,0.0,0.0,poisson,,
standard,22.579229535763556,5.433583947336304,2.2111031632164444,11,13,59.236205409508464,130.5039532466712,476.2335959320168,5,11,2.3090792217915364,0.0,0.0,poisson,,
standard,5.018116877310538,7.682079023034949,2.845744628469335,3,15,23.174173042848096,80.10413217846622,289.10036528862764,1,2,5.857106469514977,0.0,0.0,poisson,,
standard,7.785986493332577,5.066545632784653,2.4439189962806123,8,11,14.28845224325825,115.99050702849067,202.14117540011748,2,4,2.7727306095518847,0.0,0.0,poisson,,
standard,5.639238337458059,7.553572313193346,3.9703711416330347,10,4,35.37794818950965,95.07819690475628,263.4826975782059,1,2,4.347539530908192,0.0,0.0,poisson,,
standard,31.125226243372932,3.181163122387704,3.9467686075837243,15,9,55.33579702300688,78.78349332446457,499.56308861532443,10,8,13.234132994806316,0.0,0.0,poisson,,
standard,6.031694452272626,7.346893474102775,2.117969285839173,18,6,24.31716203647266,54.57539362440571,417.60683018820316,1,3,11.147793927945319,0.0,0.0,poisson,,
standard,8.59424302342796,7.023671867953138,2.845613886755485,10,5,59.15448216565353,141.1926002447672,201.0538366779767,2,4,1.6206140118973351,0.0,0.0,poisson,,
standard,15.165339980109167,3.059216235961303,3.7338592009882974,19,8,20.35660277019778,81.94851401918447,335.6008857425288,6,5,1.7595141371963705,0.0,0.0,poisson,,
standard,20.039514904115805,5.599819222842283,3.220557827542026,15,11,53.123754516273124,74.14842746532133,233.67667583458046,4,7,3.2223230358061983,0.0,0.0,poisson,,
standard,9.247274374155715,6.819997924145086,2.5345070451597103,14,13,30.63084733008939,134.46821313358242,218.71243024569657,2,4,3.7034352126174213,0.0,0.0,poisson,,
standard,7.12942346545491,2.7163212998510122,1.0075251240078953,13,14,58.20891517734865,120.56141538905578,462.74032508255857,3,8,4.134979010712783,0.0,0.0,poisson,,
standard,30.62704764794762,5.079598498125218,3.7917973526139424,7,14,28.97106526183277,111.7544092350243,496.21206314397483,7,9,1.8373613358729348,0.0,0.0,poisson,,
standard,17.79260490211145,5.810022726738166,3.112467765180531,9,11,19.617530362664475,55.41349067056234,379.47284400742825,4,6,4.144218582160546,0.0,0.0,poisson,,
standard,15.895159885587892,7.718552881510025,3.457884817700459,7,8,52.6249336919374,79.61373914937717,343.46466029493206,3,5,2.920869416333193,0.0,0.0,poisson,,
standard,9.927270544245136,3.8956279535330776,2.0471891098303887,13,12,32.71397403462415,51.079751244878736,204.25167949261052,3,5,8.498092418634576,0.0,0.0,poisson,,
standard,17.763864984844197,2.179900922546782,2.3003948740673135,15,14,56.044828603210775,148.72901064212047,406.2977529242686,9,8,4.919858103271785,0.0,0.0,poisson,,
standard,29.793338722745606,2.507521416359614,2.555524101816205,14,15,15.522146694051377,63.82135633897757,323.51324149122803,12,12,11.503812714228127,0.0,0.0,poisson,,
standard,16.75040630703336,4.129044138593392,2.9835588279906995,5,14,18.137629771072174,142.1432313122515,207.90003846712855,5,6,3.336641714300378,0.0,0.0,poisson,,
standard,9.022223505294441,3.376852374900024,1.647773031003609,14,8,35.296559125215154,137.59839220620836,310.15546886290514,3,6,4.81127318062954,0.0,0.0,poisson,,
standard,15.682906593618423,4.16109455398631,3.6917273059053373,7,5,22.37160254156344,73.19851654124173,484.81102189171145,4,5,5.167411462579194,0.0,0.0,poisson,,
standard,14.288883332777615,5.208722914254922,2.830866140583809,16,11,48.50323884235827,140.40109867631656,229.18993688187012,3,6,4.462382572594583,0.0,0.0,poisson,,
standard,19.71794088806543,6.540332090487965,3.667756775076095,20,12,42.01466376783008,143.6742278960989,472.43781888179484,4,6,2.1196845671302493,0.0,0.0,poisson,,
standard,7.154519875274412,2.787159903490406,2.273698589565589,14,11,34.71333762302834,137.02906114018134,493.86920726907306,3,4,3.1784868221491336,0.0,0.0,poisson,,
standard,11.556471381159295,5.125546124593898,1.2129492310730776,5,14,12.451247478821506,66.15647327823217,493.17347659021397,3,10,3.5515230707929026,0.0,0.0,poisson,,
standard,7.994199522404898,4.588605826256348,2.923972181361943,4,13,20.699855941542012,103.95738495803229,380.09671066912983,2,3,6.853450023615032,0.0,0.0,poisson,,
standard,11.94821978099116,7.7051514849411,2.037940607479616,18,12,12.958126682985696,65.11339306642,377.4229572457971,2,6,8.965134789110328,0.0,0.0,poisson,,
standard,7.44552010065455,2.9008510333682573,2.1548642633856523,7,13,48.06656610876906,149.56777715293416,496.2273507943964,3,4,3.8303117046229724,0.0,0.0,poisson,,
standard,23.91141821797719,5.820170561633277,3.970179107459025,17,7,49.4067264508412,87.04360237498167,205.55930597100587,5,7,1.7289137359520708,0.0,0.0,poisson,,
standard,23.662127837606995,7.163382023687751,3.6439661757639357,13,14,36.438957722457516,146.16911649994086,222.72604874231544,4,7,2.903276399730484,0.0,0.0,poisson,,
standard,10.961047023443093,6.516589288559043,1.388357978257932,12,10,44.86301444284524,76.68417113247608,304.1384079166626,2,8,12.409981752492376,0.0,0.0,poisson,,
standard,7.281167637331562,7.911482671775584,3.7263488176713615,4,8,55.047024000177345,61.03839669479333,451.0564925861832,1,2,32.9234822809901,0.0,0.0,poisson,,
standard,23.18316356620449,3.95236036907854,2.7505523053171164,16,14,30.12585734139376,98.63783336555565,215.14263614785537,6,9,8.990687353085443,0.0,0.0,poisson,,
standard,17.93107557546722,4.506304654220344,1.8792532508212183,13,14,55.075961384423245,139.9498787987143,487.07585613398567,4,10,49.898337897902074,0.0,0.0,poisson,,
standard,9.055787709892515,3.4884440958633833,2.8208517410596423,17,6,21.563739576742076,85.13687160456635,289.0398299858241,3,4,3.274711348072785,0.0,0.0,poisson,,
standard,25.06805049070673,7.895206728720531,3.4159013375704532,8,10,35.93408764192264,114.45050557172519,217.9849993072374,4,8,2.262086830937649,0.0,0.0,poisson,,
standard,8.666013084784883,7.701815137940035,3.0871992894206683,12,4,16.775705237137174,77.129918361649,280.4139009208174,2,3,5.483232575991496,0.0,0.0,poisson,,
standard,10.991361789424799,4.218377846026792,1.1282874558599127,13,15,48.10571525412417,140.11212142745916,441.2797227139426,3,10,6.5688937292096075,0.0,0.0,poisson,,
standard,18.500979568911355,7.360676577530764,3.813057886462557,12,5,55.851967420275216,99.19027723450137,264.5496521617406,3,5,8.119813670190197,0.0,0.0,poisson,,
standard,33.39491927351734,7.436051588622133,3.6527167367676556,19,15,21.889761242694476,129.54697556422337,273.64008972561476,5,10,2.7280381180947137,0.0,0.0,poisson,,
standard,24.982454575339535,3.9713021411615337,2.113662328681679,9,12,56.874585690522295,99.10514749133861,243.32303830155348,7,12,6.944764300069474,0.0,0.0,poisson,,
standard,9.151677116800885,7.699327584073099,1.1470554471005263,9,13,34.995364581237055,103.66839958656652,378.52186941516857,2,9,2.1808051500761825,0.0,0.0,poisson,,
standard,24.665253032382026,6.261537440891207,2.5094728945418314,19,15,54.40405834179753,124.96676387694926,237.77602232826885,4,10,21.928898736488655,0.0,0.0,poisson,,
standard,7.180622509169056,6.133792822709667,2.661091312436964,19,6,59.644206867283515,52.86502158933958,322.193705444738,2,3,3.765686835398818,0.0,0.0,poisson,,
standard,9.691822653350947,3.953670110755233,2.8830922402159116,20,13,44.04728119993278,65.89902089341149,346.3754747443521,3,4,2.8816852907766792,0.0,0.0,poisson,,
standard,14.925918334725042,4.011384383137903,2.2450658636299865,20,12,34.52315630160422,84.11816611566118,236.92187931484906,4,7,6.167142521681528,0.0,0.0,poisson,,
standard,6.1008310581674,4.1970050309948865,2.8802254107286025,15,10,21.63127056915549,127.2802951998627,203.80319006256752,2,3,2.2736614442233387,0.0,0.0,poisson,,
standard,44.703486936787684,5.602872046422418,3.663481608312335,16,14,16.154083906184383,94.78205338316076,400.41639981259425,9,13,2.0371553490231773,0.0,0.0,poisson,,
standard,13.296720123956069,2.5463701647539567,3.3290401162522176,7,7,17.352644047161505,90.91144492395887,451.6505932752248,6,5,2.102798777873811,0.0,0.0,poisson,,
standard,12.718872572562413,7.680929460366493,3.9054626016702714,19,7,25.383210808085096,117.52741314073948,207.60157609181604,2,4,3.402962216686499,0.0,0.0,poisson,,
standard,36.32786399525358,7.29021520808197,3.8024244226557773,10,10,38.324589686932086,102.62636944070755,374.91729810002994,6,10,2.8627398587951913,0.0,0.0,poisson,,
standard,12.011503699506303,4.014886407654946,2.5432620852177723,8,11,54.91199612782965,53.09307130962424,374.33996578459016,4,5,4.265218521125533,0.0,0.0,poisson,,
standard,19.84835632578011,7.717555114466507,3.863412348091069,12,7,16.996550069301044,75.92506706802956,384.49297653653684,3,6,2.8630457804396725,0.0,0.0,poisson,,
standard,20.304690696372877,3.4897575764063378,3.2078915828919947,7,15,30.51459897456344,72.92025638127996,454.53532532695135,6,7,6.740357217040181,0.0,0.0,poisson,,
standard,13.508488327599855,3.322495730347426,3.0630726999420634,16,9,11.369843003924148,83.92125887968032,433.2099835038227,5,5,2.473311471716894,0.0,0.0,poisson,,
standard,10.94489183580192,6.123563245905681,2.5864452010513745,17,9,31.436526058119544,105.44948931985724,355.2314906771136,2,5,5.358151584700595,0.0,0.0,poisson,,
standard,24.815997534819317,4.90987202688966,2.7368438017011805,13,13,22.143108432901293,146.84552061246671,389.8307401388954,6,10,1.9497383409191322,0.0,0.0,poisson,,
standard,24.466058735589993,2.497513043794689,3.0990727428531226,10,13,10.83212341871085,119.61646536971628,325.6267218854642,10,9,5.832103232772413,0.0,0.0,poisson,,
standard,13.459796233989628,4.837150809119963,3.598676563551796,13,8,49.24977591130781,103.8918335285062,250.4523811079586,3,4,7.778664110732989,0.0,0.0,poisson,,
standard,14.929781539571488,4.118695064353665,3.4572417370009,16,5,40.31992516441664,149.35361920637746,287.3699499004805,4,5,3.6681751956533692,0.0,0.0,poisson,,
standard,5.152971587073277,2.0636634853721856,3.407534418443514,6,12,39.03689898767489,103.54378723430128,320.7843525124305,3,2,3.505697871152104,0.0,0.0,poisson,,
standard,11.829786557924551,5.533730037135264,3.7631143636250908,13,9,55.393700113094255,79.46320634001628,219.5521865936182,3,4,1.7061155340322953,0.0,0.0,poisson,,
standard,10.878859692924317,5.437280755375811,3.5069486333105893,18,15,31.67705529402807,113.9798992356047,287.57528264763704,3,4,1.5301980957108765,0.0,0.0,poisson,,
standard,16.57424746062416,7.520077830537085,3.6113448227908798,5,8,13.272052045452256,82.53319348315557,303.69508675774125,3,5,3.049549319400607,0.0,0.0,poisson,,
standard,34.67824880783819,7.090844973766893,3.4503898188883975,8,11,36.046893296265495,106.02696241116945,207.89767486478854,5,11,9.806166366252418,0.0,0.0,poisson,,
standard,22.1946641731025,7.091027054329643,3.541287784789356,16,14,34.755565669921694,140.87680705526202,232.61105864801954,4,7,2.039561140180809,0.0,0.0,poisson,,
standard,34.276501551277306,7.694833779792558,2.808998871526415,13,15,13.302719672625315,132.37518036950837,205.44695579564402,5,13,2.7989671156247162,0.0,0.0,poisson,,
standard,19.469136013433953,6.583587476094089,3.139204499162994,5,13,11.330423508432393,103.45199229622135,221.50935769682337,4,7,1.7993723328577098,0.0,0.0,poisson,,
standard,25.157453521591975,7.669753810172534,3.5089617555438966,14,15,33.848884402041634,98.16648576658082,300.91831659631305,4,8,2.1268186786051055,0.0,0.0,poisson,,
standard,29.659747857206323,4.09426127386614,2.4284429268511283,13,14,25.44084981851786,70.25191828437094,470.1975945802912,8,13,2.573949413356827,0.0,0.0,poisson,,
standard,11.867156478389479,3.6274771116708346,3.733184789967976,10,7,24.74515600575156,113.69362862004546,396.3002072975869,4,4,2.1216228489792375,0.0,0.0,poisson,,
standard,16.33581785544194,7.32175734915921,3.7719390198340514,19,5,16.234298054607052,69.48251432472617,204.26333953788142,3,5,2.1566071514058116,0.0,0.0,poisson,,
standard,25.59992095732528,7.227652186706571,2.739025566316227,11,14,22.508807540657024,106.77630950907411,334.3297148366054,4,10,3.3460527036713987,0.0,0.0,poisson,,
standard,21.94403954730919,7.186537035401872,2.0161070153355203,16,15,48.73840001265587,149.5349680118587,228.13742953704303,4,11,9.49851043332128,0.0,0.0,poisson,,
standard,11.318065215921257,7.875732122981072,1.3335263352387956,8,12,56.32044444046745,90.77112923641965,291.9389502039413,2,9,3.52956272082283,0.0,0.0,poisson,,
standard,10.000995129221108,4.6918690467845385,1.4464884443906119,3,10,50.91493930791671,60.11806727702266,267.25445286265483,3,7,12.687296598448366,0.0,0.0,poisson,,
standard,39.95006079456155,7.842465371527883,3.3258674350599935,8,13,35.074353361315,70.02556993890316,353.9001836076996,6,13,1.8307202393292066,0.0,0.0,poisson,,
standard,6.052953607390705,4.70313461798935,1.4971167612649277,19,14,28.136906447711038,134.97598574813705,267.58999119729754,2,5,2.1838716503781415,0.0,0.0,poisson,,
standard,17.292084854861564,7.120086134021414,3.3828224311709785,6,7,26.711326727096303,81.8609201386393,372.5367475392037,3,6,2.303521275796138,0.0,0.0,poisson,,
standard,7.646598552676261,4.538971012815069,3.3666868270720505,16,15,39.58982770146455,53.99129350155963,461.8847578646184,2,3,3.7540687353625977,0.0,0.0,poisson,,
standard,8.863965558375861,3.0417737440253925,1.0812701762190784,4,11,12.93508494696918,110.0246445019803,207.47169433462844,4,9,2.5822552893668256,0.0,0.0,poisson,,
standard,40.56879406919947,4.5284147614041474,3.8966152280279562,14,14,28.05568786069653,101.12381470351161,413.0325692280582,9,11,25.686085340987965,0.0,0.0,poisson,,
standard,22.6693555755407,2.16512133571442,2.863085655232185,19,15,40.121707584663966,111.04520687144023,443.0769695292215,11,8,14.129499358532652,0.0,0.0,poisson,,
standard,6.111812981460581,2.9908493098456934,2.6900737749343455,16,10,44.94936324434132,51.096423038871755,228.23187407015604,3,3,1.987813089492667,0.0,0.0,poisson,,
standard,12.0455031657693,6.077361635739315,1.1380040042680266,15,13,49.21282845799515,50.65891736120268,413.1738792118217,3,11,3.542965104451627,0.0,0.0,poisson,,
standard,5.526405730799976,3.070956196577816,3.543483638442343,13,11,27.663289277339327,135.65205392621712,216.4892807036116,2,2,6.4119187167634655,0.0,0.0,poisson,,
standard,7.883130073969502,5.902061304087578,2.513590476805045,20,7,49.19933330757003,126.69102199770408,378.75506950156324,2,4,2.0298994834523594,0.0,0.0,poisson,,
standard,6.348606094346035,7.508610507490907,3.5246924440504834,12,3,10.263077820367208,138.96584115162418,269.48456527023075,1,2,10.182563876625778,0.0,0.0,poisson,,
standard,20.191132441788834,3.0659686526422583,3.39390814686659,8,15,23.172655506175794,56.482302777924176,468.60163821113855,7,6,21.856488163276918,0.0,0.0,poisson,,
standard,6.3941188581562525,5.043359344077101,3.825881527481563,15,8,40.5687344730208,67.5909555766082,239.25816851158243,2,2,3.4459597552237042,0.0,0.0,poisson,,
standard,33.04715779201155,5.644801273536238,3.087639529087446,6,12,51.125182513455954,132.75206567679396,245.09809274281494,6,11,9.942416514684638,0.0,0.0,poisson,,
standard,5.115198863319785,4.015098124280833,1.644598345206512,19,6,43.91643556147119,144.03914859953923,370.4859750110591,2,4,2.1656236068049872,0.0,0.0,poisson,,
standard,11.67631831735617,4.041694475698737,3.8457976424926787,17,12,10.034166390259799,104.12742595462181,295.0381365744785,3,4,9.435562260484518,0.0,0.0,poisson,,
standard,8.9169611174015,6.475985954575882,3.4192949380806303,3,13,50.550735780304095,122.21236805668288,381.6703631141109,2,3,3.294583019869277,0.0,0.0,poisson,,
standard,22.83265127571638,7.158417372208835,3.5998566181527325,16,9,13.613094376653141,138.81501663752675,414.0781017413093,4,7,2.2669886227685665,0.0,0.0,poisson,,
standard,6.5582176202942755,2.8580317478347137,2.346787688685232,18,15,56.94998485326939,92.40669331016021,425.67001301753317,3,3,5.865040629666846,0.0,0.0,poisson,,
standard,6.6369614284459075,6.950365422409452,2.1304899251801226,13,14,46.84659912075792,73.30798806724755,304.3912902358762,1,4,22.421865763029768,0.0,0.0,poisson,,
standard,15.84176585961285,6.737896157296467,2.1304258470372264,17,13,20.971696474642435,64.06611575529423,493.87764350094545,3,8,2.9647754237737827,0.0,0.0,poisson,,
standard,23.460035220032264,4.783714790723725,3.9804310540520405,19,12,28.79948953269881,143.12862891528866,325.7067763776949,5,6,19.358334309604672,0.0,0.0,poisson,,
standard,12.659373543781573,2.150684275621466,3.4361535770427505,12,7,35.83548763454185,64.73753382436041,398.6188049978892,6,4,11.7172697533123,0.0,0.0,poisson,,
standard,15.743931200170085,5.537444925139712,1.845902932792261,13,15,29.93204752218019,114.61053951515771,256.5580541643174,3,9,8.23630177646009,0.0,0.0,poisson,,
standard,14.242170691515208,6.27819073542896,3.880955539147841,16,10,40.74257728499598,89.33954865125136,411.5480586324868,3,4,3.6993631995534066,0.0,0.0,poisson,,
standard,9.145284825246804,2.5876964040028665,3.7374629869218823,14,15,46.21180248639272,78.26594415411851,420.20287215589184,4,3,3.490629967313035,0.0,0.0,poisson,,
standard,15.181831870475975,5.661620255717015,3.838263318594933,5,7,12.90001315873778,149.57723963624983,435.5225236175884,3,5,3.4828144694792815,0.0,0.0,poisson,,
standard,34.589586905437784,3.729582915224286,3.5435048133775338,17,12,22.034861548599736,84.10097893209132,298.8077818996168,10,10,5.420869146985305,0.0,0.0,poisson,,
standard,9.500414433643236,6.729013156758117,1.1689285755705376,13,10,52.5638167860158,63.93826531756373,488.3644097086373,2,9,2.7919648805482993,0.0,0.0,poisson,,
standard,33.25005241882976,3.1519126246383715,3.2638013925007985,13,12,38.0422147010217,73.03287497800318,294.79540801183987,11,11,3.412778762852247,0.0,0.0,poisson,,
standard,12.36436858557783,2.1693519582490732,1.5777163534468208,18,8,54.00527245369509,67.73896275903074,273.0413973070791,6,8,9.706511217979596,0.0,0.0,poisson,,
standard,30.272224700641704,7.454820906147967,2.0386400846148303,16,15,54.54406285690263,112.68427690069848,443.4776026235134,5,15,7.572950942967976,0.0,0.0,poisson,,
standard,11.050561248415189,7.143631629599969,2.4553685932546006,14,5,56.09877009504094,135.80049910053896,204.8729571511543,2,5,3.5635041501659797,0.0,0.0,poisson,,
standard,14.482080212222982,3.2302660826217164,2.541469189986243,17,11,35.34973667792494,84.48356930709288,368.3670652203367,5,6,5.030844122500712,0.0,0.0,poisson,,
standard,29.15597050880046,5.233920845070558,3.315921389006484,18,10,48.16321956686138,143.127226180557,222.48006180086975,6,9,6.827462803413461,0.0,0.0,poisson,,
standard,12.530567579667885,3.0446173487172734,2.1585353341983478,14,15,28.807493060179358,52.230523683315056,287.06295241047667,5,6,6.148040463007614,0.0,0.0,poisson,,
standard,26.897577327240544,2.7758379885396076,3.0774329742727056,18,14,34.37799438349223,135.6578111665488,315.23867864561896,10,9,7.029876961822056,0.0,0.0,poisson,,
standard,9.832397600120629,6.726185448999411,2.2661533225001067,20,6,26.30107283262925,121.10610688852778,437.8121386574725,2,5,2.7834569608437523,0.0,0.0,poisson,,
standard,26.46577128826441,6.078051617114742,2.081546284506927,11,14,57.44507980760868,98.19414836261885,384.19129353127846,5,13,4.913308328952656,0.0,0.0,poisson,,
standard,7.700404410670783,2.6835061558708664,3.799417067839106,6,6,42.90943203607961,99.84584897261034,351.3914654527815,3,3,8.148889216919802,0.0,0.0,poisson,,
standard,6.527290381686283,3.674751636063675,3.2591190473686105,7,6,22.96897246835631,88.64247390209664,322.28576663116695,2,3,4.7601043818120905,0.0,0.0,poisson,,
standard,6.344434905521053,5.948003116890398,3.8721507535617485,15,12,10.276159940274374,88.6255767244729,345.2244320795048,2,2,2.8648014731840443,0.0,0.0,poisson,,
standard,16.520408043630514,2.368128886256066,2.223656508120553,13,14,48.89906318008373,85.55685777653306,219.9541181644353,7,8,43.72987844861157,0.0,0.0,poisson,,
standard,15.705064049718711,4.425716096615009,2.635509087611382,5,8,55.26539775983015,126.34257317223631,304.8549040272187,4,6,26.237809388801743,0.0,0.0,poisson,,
standard,16.36985121570428,7.3401949357722405,3.9481377182801953,18,6,41.97524327504632,59.038860397477,230.45383976192267,3,5,1.830411633702177,0.0,0.0,poisson,,
standard,15.85483194339865,6.4824106399146135,1.5339405238003296,18,14,30.524238829071145,131.32922958638056,347.98094596148053,3,11,3.196373300045117,0.0,0.0,poisson,,
standard,5.916721562655721,7.972479095188104,1.5968665533762234,6,11,55.167806741152305,120.14753146021468,218.72470009185326,1,4,6.484849114128776,0.0,0.0,poisson,,
standard,16.37542972878999,7.3429924089439815,3.645422909578784,18,12,26.781574438535067,124.47086841500375,306.1203153539832,3,5,2.628740575846049,0.0,0.0,poisson,,
standard,33.4339536109824,3.3771432017752514,3.5929292096234478,20,14,18.74285581575274,137.929589057399,263.0555751164244,10,10,11.316624563813441,0.0,0.0,poisson,,
standard,8.40566922850225,3.2184370528443838,3.311371437160422,15,7,42.81273252772996,110.70408946450507,201.38734307564923,3,3,4.15276279121198,0.0,0.0,poisson,,
standard,11.61788766537127,5.925748604810228,2.3396776849462837,5,10,10.641734642646686,117.6133985129986,467.31732363459975,3,6,1.5621777737374052,0.0,0.0,poisson,,
standard,8.67196123563158,4.382936298864076,3.6209805426680433,14,14,26.96644868741217,107.76117434388468,236.00667191250733,3,3,1.9946989358264622,0.0,0.0,poisson,,
standard,13.008795968202723,4.609261690285736,1.5737305732592888,20,14,20.754966374656878,96.38242668701368,291.17947537679856,3,9,6.8682010650333165,0.0,0.0,poisson,,
standard,15.49809984894,2.2895906009477898,3.3815015158391715,20,10,44.70863005107023,121.24692687447877,450.9788927258152,7,5,6.558819837192929,0.0,0.0,poisson,,
standard,10.687798911577634,7.771788345870444,3.3595497137524477,14,10,21.083599160595565,138.6184021280148,276.0067841916132,2,4,2.041423529106453,0.0,0.0,poisson,,
standard,38.92678011689974,6.02588329981128,3.6836842465942095,8,14,10.199859258919338,69.57785207927445,488.4043470907561,7,11,3.856667248035054,0.0,0.0,poisson,,
standard,16.482939134600848,4.197229922864742,3.0491070841310473,15,9,59.34908112750973,90.41250799063491,284.6213750250709,4,6,14.982663883530643,0.0,0.0,poisson,,
standard,19.221847523758612,2.3249275741756104,2.507671995202762,13,13,42.96352039567435,96.52395410910722,210.74937681237031,9,8,4.432342708528813,0.0,0.0,poisson,,
standard,7.120737785826767,5.486289580736552,1.379425622570837,9,7,48.44908190029633,77.58052155986559,430.5664972839624,2,6,2.407278217859286,0.0,0.0,poisson,,
standard,18.7028312468791,7.256287346411412,3.675097152841956,9,12,48.00539818713659,112.87464065488419,416.3721965140775,3,6,2.856065410429144,0.0,0.0,poisson,,
standard,13.821591693201634,3.9789242729511636,2.66973051894676,11,15,21.222042838113268,125.31946332471216,384.3945915658621,4,6,2.796922323430959,0.0,0.0,poisson,,
standard,6.584499828763364,6.126599804455171,2.6630693420064877,17,7,54.110464396347524,114.75622046212179,231.3753698314978,2,3,2.247082719161441,0.0,0.0,poisson,,
standard,9.235117099729944,3.1961501927546307,2.9589891527452625,7,4,54.63178879531536,100.55909037735015,228.05507254204778,3,4,9.712665318778447,0.0,0.0,poisson,,
standard,8.111159414799003,2.5267310810395722,3.3917924295464674,16,5,13.201222249267794,53.62832264961496,219.92752463204232,4,3,2.5072715266110404,0.0,0.0,poisson,,
standard,33.63974651615601,6.751823799345307,3.9318773066446813,18,9,42.17124756199495,124.45885509103853,256.2487019870472,6,9,2.8561647363194504,0.0,0.0,poisson,,
standard,15.62023754065697,3.8216345763721953,2.7915612610438725,18,15,21.138750293034718,61.07868045797051,317.6582614462435,5,6,3.293853663513514,0.0,0.0,poisson,,
standard,14.202761793377347,6.9589101409057195,2.3089873693775766,14,13,17.035868894471992,107.77229377365784,200.75722586501305,3,7,1.8451741023771764,0.0,0.0,poisson,,
standard,17.343650063005484,6.706156800079057,3.4850751453589734,13,13,45.22761160008205,65.14161623939727,250.57818694085063,3,5,44.39379359901752,0.0,0.0,poisson,,
standard,26.936506331374346,5.274802362407632,3.5990838742272944,7,9,56.980106189143314,124.57658562008777,247.6415017753123,6,8,2.72286773687579,0.0,0.0,poisson,,
standard,18.949048988665815,5.808481929788503,1.7271558112328784,11,13,32.365078756048064,135.08082531346494,347.75976042177393,4,12,2.2648811199974617,0.0,0.0,poisson,,
standard,32.44318954440105,7.341796444909183,3.5531222389469423,6,15,42.05913753329267,141.05880516795116,271.34025274997146,5,10,2.4830155947814543,0.0,0.0,poisson,,
standard,6.0491396776396975,6.1914346196405035,1.223531904180431,11,12,27.03930285825992,147.6598613421525,243.82856142372074,2,5,18.649716355670396,0.0,0.0,poisson,,
standard,5.462605908439086,6.524698879833635,3.2570995471561526,4,10,31.15623837652133,113.87561603927809,293.70950249372464,1,2,7.97278245171568,0.0,0.0,poisson,,
standard,46.999796144497076,5.271709848799131,3.7915876461380775,14,14,52.78245237792239,130.78390013388398,209.07071834759668,9,13,13.251234143693997,0.0,0.0,poisson,,
standard,26.92598619974587,7.043796938087672,2.3764005213415027,13,13,47.89683120192027,148.43774691458174,317.32390684899536,4,12,6.8347858660893035,0.0,0.0,poisson,,
standard,12.765272151662197,2.5621838362556524,3.2152284195554213,6,15,34.67456556061984,86.73952694496558,477.05966109716815,6,4,34.33679052848794,0.0,0.0,poisson,,
standard,14.919834620248317,2.6273730607642727,3.5216853707622358,8,6,54.720828192042624,124.79877306788852,358.5346199005138,6,5,4.179024629275106,0.0,0.0,poisson,,
standard,5.254719630551154,5.821258514692453,2.571399724886111,12,9,21.075032956748444,68.16864262059592,235.49574920978063,1,3,10.322018120263479,0.0,0.0,poisson,,
standard,27.837906540026555,3.35879873177491,3.9040167673079886,12,9,22.059376002150778,124.92660814591902,463.75643653099297,9,8,2.3807896458953426,0.0,0.0,poisson,,
standard,9.816390214089232,5.433786861911816,2.0361589409308163,15,12,49.42125896310138,96.1474507733927,433.6431661225331,2,5,10.20207434000066,0.0,0.0,poisson,,
standard,23.410146474268362,7.747714663289983,1.7256505342903337,17,15,59.0403584678222,117.36726295621924,358.5300452352883,4,14,3.2411344400947613,0.0,0.0,poisson,,
standard,15.760623692773624,5.04465742753878,3.3984458906782233,13,6,15.49530469912549,80.84903384331821,248.15371416472058,4,5,3.4117563075052013,0.0,0.0,poisson,,
standard,24.496540327107468,4.130076096783831,2.316525248109875,9,11,28.84509628182976,113.58219435517242,264.6700055222925,6,11,16.77606301204757,0.0,0.0,poisson,,
standard,13.680010496662813,4.03587684606653,3.6734811581286615,5,11,22.796510626757176,98.94641928964762,354.9285743007674,4,4,4.725918698949588,0.0,0.0,poisson,,
standard,6.901369307475839,5.396524430000354,2.808597593199961,19,3,13.191567019610126,110.47406086996338,339.98708863249453,2,3,2.483090252772503,0.0,0.0,poisson,,
standard,6.357420506655283,4.557551950814684,2.5289400825790005,9,4,48.95819625300754,133.37621321400297,319.9453664257989,2,3,3.0225973813434495,0.0,0.0,poisson,,
standard,34.27085054598256,6.9170473472717955,3.139176131607762,15,11,52.64299211750956,115.28199240749595,451.9336563552255,5,11,33.68731307565842,0.0,0.0,poisson,,
standard,8.322264073548684,4.25639111755041,1.996814040094831,7,9,36.230517745837616,140.81944364023767,286.7708492359381,2,5,23.075402476827232,0.0,0.0,poisson,,
