scenario,lambda,mu_nurse,mu_doctor,s_nurse_max,s_doctor_max,Tmax,nurse_price,doctor_price,optimal_nurses,optimal_doctors,min_cost
small_non_emergency,10.89,5.79,5.3,5,3,2.0,100,300,5,3,1400
small_non_emergency,7.74,5.31,7.73,5,3,2.0,100,300,3,3,1200
small_non_emergency,2.64,5.72,5.85,5,3,2.0,100,300,2,2,800
small_non_emergency,2.49,5.65,6.05,5,3,2.0,100,300,2,2,800
small_non_emergency,3.75,5.8,5.16,5,3,2.0,100,300,2,2,800
small_non_emergency,9.13,3.39,7.94,5,3,2.0,100,300,4,3,1300
small_non_emergency,7.94,3.97,5.32,5,3,2.0,100,300,4,3,1300
small_non_emergency,4.54,4.04,6.38,5,3,2.0,100,300,3,2,900
small_non_emergency,1.87,4.4,5.86,5,3,2.0,100,300,2,2,800
small_non_emergency,0.66,5.35,7.44,5,3,2.0,100,300,2,2,800
small_non_emergency,8.36,3.97,5.66,5,3,2.0,100,300,4,3,1300
small_non_emergency,1.85,4.15,5.29,5,3,2.0,100,300,2,2,800
small_non_emergency,9.67,4.02,7.79,5,3,2.0,100,300,4,3,1300
small_non_emergency,2.42,3.43,5.6,5,3,2.0,100,300,2,2,800
small_non_emergency,9.71,3.55,6.98,5,3,2.0,100,300,4,3,1300
small_non_emergency,9.38,3.34,6.08,5,3,2.0,100,300,5,3,1400
small_non_emergency,3.46,4.87,6.11,5,3,2.0,100,300,2,2,800
small_non_emergency,7.15,3.77,5.24,5,3,2.0,100,300,3,3,1200
small_non_emergency,10.75,5.51,7.68,5,3,2.0,100,300,3,3,1200
small_non_emergency,6.77,5.92,7.7,5,3,2.0,100,300,3,2,900
small_non_emergency,0.97,4.75,7.08,5,3,2.0,100,300,2,2,800
small_non_emergency,2.38,4.52,5.95,5,3,2.0,100,300,2,2,800
small_non_emergency,10.3,5.72,7.06,5,3,2.0,100,300,3,3,1200
small_non_emergency,1.07,3.13,5.93,5,3,2.0,100,300,2,2,800
small_non_emergency,3.53,3.81,7.85,5,3,2.0,100,300,2,2,800
small_non_emergency,8.05,4.54,5.17,5,3,2.0,100,300,3,3,1200
small_non_emergency,7.19,5.86,6.01,5,3,2.0,100,300,3,3,1200
small_non_emergency,3.34,4.61,7.77,5,3,2.0,100,300,2,2,800
small_non_emergency,5.93,4.14,7.22,5,3,2.0,100,300,3,2,900
small_non_emergency,6.87,3.65,5.78,5,3,2.0,100,300,3,3,1200
small_non_emergency,7.29,3.27,7.01,5,3,2.0,100,300,4,3,1300
small_non_emergency,11.28,4.34,5.97,5,3,2.0,100,300,5,3,1400
small_non_emergency,8.88,4.48,5.49,5,3,2.0,100,300,4,3,1300
small_non_emergency,5.85,5.23,5.09,5,3,2.0,100,300,3,3,1200
small_non_emergency,7.47,3.55,7.41,5,3,2.0,100,300,4,3,1300
small_non_emergency,3.58,5.14,7.89,5,3,2.0,100,300,2,2,800
small_non_emergency,4.64,4.88,6.86,5,3,2.0,100,300,2,2,800
small_non_emergency,9.55,4.89,7.33,5,3,2.0,100,300,3,3,1200
small_non_emergency,7.42,4.18,6.25,5,3,2.0,100,300,3,3,1200
small_non_emergency,5.25,3.99,6.97,5,3,2.0,100,300,3,2,900
small_non_emergency,8.45,3.93,7.33,5,3,2.0,100,300,4,3,1300
small_non_emergency,7.37,5.32,5.15,5,3,2.0,100,300,3,3,1200
small_non_emergency,1.43,3.41,6.15,5,3,2.0,100,300,2,2,800
small_non_emergency,8.43,5.83,6.84,5,3,2.0,100,300,3,3,1200
small_non_emergency,1.31,5.62,7.7,5,3,2.0,100,300,2,2,800
small_non_emergency,7.75,4.98,7.87,5,3,2.0,100,300,3,2,900
small_non_emergency,8.62,4.77,6.29,5,3,2.0,100,300,3,3,1200
small_non_emergency,9.49,5.16,6.54,5,3,2.0,100,300,3,3,1200
small_non_emergency,8.41,5.51,6.95,5,3,2.0,100,300,3,3,1200
small_non_emergency,5.0,4.92,7.52,5,3,2.0,100,300,3,2,900
small_non_emergency,3.45,3.4,5.32,5,3,2.0,100,300,3,2,900
small_non_emergency,4.7,3.92,6.15,5,3,2.0,100,300,3,2,900
small_non_emergency,8.31,5.42,6.31,5,3,2.0,100,300,3,3,1200
small_non_emergency,0.98,3.53,5.41,5,3,2.0,100,300,2,2,800
small_non_emergency,11.22,5.62,6.39,5,3,2.0,100,300,4,3,1300
small_non_emergency,2.2,3.6,6.92,5,3,2.0,100,300,2,2,800
small_non_emergency,8.77,3.51,5.15,5,3,2.0,100,300,4,3,1300
small_non_emergency,1.83,3.76,7.92,5,3,2.0,100,300,2,2,800
small_non_emergency,1.75,3.61,5.6,5,3,2.0,100,300,2,2,800
small_non_emergency,1.67,3.32,5.36,5,3,2.0,100,300,2,2,800
small_non_emergency,4.54,5.06,5.19,5,3,2.0,100,300,2,2,800
small_non_emergency,5.01,5.22,5.42,5,3,2.0,100,300,2,2,800
small_non_emergency,5.26,3.54,6.49,5,3,2.0,100,300,3,2,900
small_non_emergency,6.01,3.38,5.89,5,3,2.0,100,300,3,3,1200
small_non_emergency,7.63,3.76,5.0,5,3,2.0,100,300,4,3,1300
small_non_emergency,4.17,4.0,6.52,5,3,2.0,100,300,3,2,900
small_non_emergency,1.28,5.09,5.11,5,3,2.0,100,300,2,2,800
small_non_emergency,11.19,4.46,6.08,5,3,2.0,100,300,4,3,1300
small_non_emergency,3.44,5.65,7.65,5,3,2.0,100,300,2,2,800
small_non_emergency,4.07,4.92,6.52,5,3,2.0,100,300,2,2,800
small_non_emergency,5.55,4.44,7.72,5,3,2.0,100,300,3,2,900
small_non_emergency,6.53,4.39,6.14,5,3,2.0,100,300,3,3,1200
small_non_emergency,0.92,5.68,6.04,5,3,2.0,100,300,2,2,800
small_non_emergency,5.04,4.27,6.6,5,3,2.0,100,300,3,2,900
small_non_emergency,10.02,4.88,5.95,5,3,2.0,100,300,4,3,1300
small_non_emergency,2.17,5.2,6.75,5,3,2.0,100,300,2,2,800
small_non_emergency,11.18,3.42,7.2,5,3,2.0,100,300,5,3,1400
small_non_emergency,6.22,3.47,5.66,5,3,2.0,100,300,3,3,1200
small_non_emergency,2.85,4.43,5.53,5,3,2.0,100,300,2,2,800
small_non_emergency,10.71,3.43,6.1,5,3,2.0,100,300,5,3,1400
small_non_emergency,10.76,5.75,7.9,5,3,2.0,100,300,3,3,1200
small_non_emergency,5.13,3.27,5.45,5,3,2.0,100,300,3,2,900
small_non_emergency,8.04,4.53,5.07,5,3,2.0,100,300,3,3,1200
small_non_emergency,3.8,5.06,5.02,5,3,2.0,100,300,2,2,800
small_non_emergency,3.89,5.35,5.55,5,3,2.0,100,300,2,2,800
small_non_emergency,2.88,4.89,7.52,5,3,2.0,100,300,2,2,800
small_non_emergency,2.82,4.48,7.12,5,3,2.0,100,300,2,2,800
small_non_emergency,1.43,4.23,7.45,5,3,2.0,100,300,2,2,800
small_non_emergency,8.32,4.37,7.67,5,3,2.0,100,300,3,3,1200
small_non_emergency,2.24,5.35,7.09,5,3,2.0,100,300,2,2,800
small_non_emergency,9.23,5.22,5.32,5,3,2.0,100,300,3,3,1200
small_non_emergency,3.08,4.42,6.03,5,3,2.0,100,300,2,2,800
small_non_emergency,7.21,3.77,5.55,5,3,2.0,100,300,3,3,1200
small_non_emergency,5.93,5.09,6.57,5,3,2.0,100,300,3,2,900
small_non_emergency,10.57,3.12,7.01,5,3,2.0,100,300,5,3,1400
small_non_emergency,0.71,5.69,7.79,5,3,2.0,100,300,2,2,800
small_non_emergency,2.53,4.38,6.83,5,3,2.0,100,300,2,2,800
small_non_emergency,7.7,4.56,7.96,5,3,2.0,100,300,3,2,900
small_non_emergency,11.39,3.77,6.29,5,3,2.0,100,300,5,3,1400
small_non_emergency,5.35,5.67,6.11,5,3,2.0,100,300,2,2,800
small_non_emergency,4.27,3.37,7.22,5,3,2.0,100,300,3,2,900
small_non_emergency,4.47,3.25,5.87,5,3,2.0,100,300,3,2,900
small_non_emergency,2.29,5.78,7.24,5,3,2.0,100,300,2,2,800
small_non_emergency,4.03,3.32,7.98,5,3,2.0,100,300,3,2,900
small_non_emergency,1.1,5.53,6.4,5,3,2.0,100,300,2,2,800
small_non_emergency,4.73,4.05,6.34,5,3,2.0,100,300,3,2,900
small_non_emergency,8.34,5.87,7.12,5,3,2.0,100,300,3,3,1200
small_non_emergency,7.78,4.29,6.26,5,3,2.0,100,300,3,3,1200
small_non_emergency,3.27,4.42,6.21,5,3,2.0,100,300,2,2,800
small_non_emergency,1.07,4.98,6.14,5,3,2.0,100,300,2,2,800
small_non_emergency,9.28,3.74,7.12,5,3,2.0,100,300,4,3,1300
small_non_emergency,6.88,3.72,7.28,5,3,2.0,100,300,3,2,900
small_non_emergency,6.72,3.63,5.12,5,3,2.0,100,300,3,3,1200
small_non_emergency,1.9,5.26,6.08,5,3,2.0,100,300,2,2,800
small_non_emergency,6.53,5.07,6.13,5,3,2.0,100,300,3,3,1200
small_non_emergency,7.42,5.59,7.92,5,3,2.0,100,300,3,2,900
small_non_emergency,8.57,3.36,6.99,5,3,2.0,100,300,4,3,1300
small_non_emergency,2.84,4.0,7.84,5,3,2.0,100,300,2,2,800
small_non_emergency,11.63,5.32,5.82,5,3,2.0,100,300,4,3,1300
small_non_emergency,7.13,5.25,5.64,5,3,2.0,100,300,3,3,1200
small_non_emergency,3.4,4.01,7.03,5,3,2.0,100,300,2,2,800
small_non_emergency,5.81,5.65,5.51,5,3,2.0,100,300,3,3,1200
small_non_emergency,11.36,5.23,7.7,5,3,2.0,100,300,4,3,1300
small_non_emergency,8.35,5.09,7.4,5,3,2.0,100,300,3,3,1200
small_non_emergency,10.43,3.4,7.93,5,3,2.0,100,300,5,3,1400
small_non_emergency,0.81,3.31,6.66,5,3,2.0,100,300,2,2,800
small_non_emergency,2.2,3.86,7.24,5,3,2.0,100,300,2,2,800
small_non_emergency,11.74,4.94,6.15,5,3,2.0,100,300,4,3,1300
small_non_emergency,3.29,4.33,5.64,5,3,2.0,100,300,2,2,800
small_non_emergency,7.26,3.75,5.36,5,3,2.0,100,300,3,3,1200
small_non_emergency,2.6,4.48,5.21,5,3,2.0,100,300,2,2,800
small_non_emergency,4.12,5.1,5.76,5,3,2.0,100,300,2,2,800
small_non_emergency,2.07,5.77,5.35,5,3,2.0,100,300,2,2,800
small_non_emergency,9.57,3.97,7.85,5,3,2.0,100,300,4,3,1300
small_non_emergency,11.15,5.92,7.1,5,3,2.0,100,300,3,3,1200
small_non_emergency,0.67,3.9,7.1,5,3,2.0,100,300,2,2,800
small_non_emergency,2.85,3.82,6.98,5,3,2.0,100,300,2,2,800
small_non_emergency,1.5,3.19,7.33,5,3,2.0,100,300,2,2,800
small_non_emergency,10.56,4.46,7.5,5,3,2.0,100,300,4,3,1300
small_non_emergency,10.06,5.93,5.95,5,3,2.0,100,300,3,3,1200
small_non_emergency,6.42,5.15,5.93,5,3,2.0,100,300,3,3,1200
small_non_emergency,7.87,4.02,7.06,5,3,2.0,100,300,3,3,1200
small_non_emergency,8.93,3.82,7.57,5,3,2.0,100,300,4,3,1300
small_non_emergency,8.35,3.82,7.73,5,3,2.0,100,300,4,3,1300
small_non_emergency,10.21,3.56,6.62,5,3,2.0,100,300,5,3,1400
small_non_emergency,5.87,4.09,7.59,5,3,2.0,100,300,3,2,900
small_non_emergency,4.43,4.26,5.51,5,3,2.0,100,300,3,2,900
small_non_emergency,9.82,4.17,6.55,5,3,2.0,100,300,4,3,1300
small_non_emergency,10.37,3.66,5.66,5,3,2.0,100,300,5,3,1400
small_non_emergency,6.03,5.26,5.85,5,3,2.0,100,300,3,3,1200
small_non_emergency,4.73,3.91,5.47,5,3,2.0,100,300,3,2,900
small_non_emergency,5.36,3.44,5.63,5,3,2.0,100,300,3,2,900
small_non_emergency,9.58,5.38,6.78,5,3,2.0,100,300,3,3,1200
small_non_emergency,6.06,5.46,5.75,5,3,2.0,100,300,3,3,1200
small_non_emergency,5.7,4.55,6.52,5,3,2.0,100,300,3,2,900
small_non_emergency,6.5,3.25,7.09,5,3,2.0,100,300,4,2,1000
small_non_emergency,5.74,3.57,6.1,5,3,2.0,100,300,3,2,900
small_non_emergency,3.53,3.02,6.89,5,3,2.0,100,300,3,2,900
small_non_emergency,2.34,4.9,5.35,5,3,2.0,100,300,2,2,800
small_non_emergency,9.05,3.63,5.35,5,3,2.0,100,300,4,3,1300
small_non_emergency,6.69,3.95,5.68,5,3,2.0,100,300,3,3,1200
small_non_emergency,0.77,4.48,6.96,5,3,2.0,100,300,2,2,800
small_non_emergency,8.2,4.09,5.89,5,3,2.0,100,300,4,3,1300
small_non_emergency,1.66,3.21,7.21,5,3,2.0,100,300,2,2,800
small_non_emergency,7.21,4.83,6.13,5,3,2.0,100,300,3,3,1200
small_non_emergency,8.54,3.58,6.77,5,3,2.0,100,300,4,3,1300
small_non_emergency,10.47,3.49,7.57,5,3,2.0,100,300,5,3,1400
small_non_emergency,6.81,4.82,7.37,5,3,2.0,100,300,3,2,900
small_non_emergency,10.76,5.12,5.68,5,3,2.0,100,300,4,3,1300
small_non_emergency,3.08,5.95,5.2,5,3,2.0,100,300,2,2,800
small_non_emergency,4.41,3.74,5.66,5,3,2.0,100,300,3,2,900
small_non_emergency,11.07,5.21,7.48,5,3,2.0,100,300,4,3,1300
small_non_emergency,6.23,3.09,5.82,5,3,2.0,100,300,4,3,1300
small_non_emergency,9.37,5.66,5.1,5,3,2.0,100,300,3,3,1200
small_non_emergency,6.58,5.18,6.54,5,3,2.0,100,300,3,3,1200
small_non_emergency,3.91,3.76,6.03,5,3,2.0,100,300,3,2,900
small_non_emergency,9.42,3.63,7.76,5,3,2.0,100,300,4,3,1300
small_non_emergency,8.2,5.11,5.61,5,3,2.0,100,300,3,3,1200
small_non_emergency,7.19,3.74,6.12,5,3,2.0,100,300,3,3,1200
small_non_emergency,11.01,5.38,5.93,5,3,2.0,100,300,4,3,1300
small_non_emergency,1.54,4.25,7.01,5,3,2.0,100,300,2,2,800
small_non_emergency,0.56,4.67,7.27,5,3,2.0,100,300,2,2,800
small_non_emergency,8.94,5.04,5.19,5,3,2.0,100,300,3,3,1200
small_non_emergency,2.28,4.76,7.53,5,3,2.0,100,300,2,2,800
small_non_emergency,7.09,5.59,7.65,5,3,2.0,100,300,3,2,900
small_non_emergency,1.64,3.67,6.99,5,3,2.0,100,300,2,2,800
small_non_emergency,1.06,3.03,6.45,5,3,2.0,100,300,2,2,800
small_non_emergency,6.37,3.6,7.06,5,3,2.0,100,300,3,2,900
small_non_emergency,9.73,4.84,6.83,5,3,2.0,100,300,4,3,1300
small_non_emergency,6.81,4.57,7.7,5,3,2.0,100,300,3,2,900
small_non_emergency,1.18,4.49,6.54,5,3,2.0,100,300,2,2,800
small_non_emergency,10.5,5.17,7.84,5,3,2.0,100,300,4,3,1300
small_non_emergency,1.3,4.57,5.52,5,3,2.0,100,300,2,2,800
small_non_emergency,6.08,5.89,7.68,5,3,2.0,100,300,3,2,900
small_non_emergency,9.79,5.91,5.81,5,3,2.0,100,300,3,3,1200
small_non_emergency,11.95,4.78,6.88,5,3,2.0,100,300,4,3,1300
small_non_emergency,9.31,3.97,6.66,5,3,2.0,100,300,4,3,1300
small_non_emergency,4.0,4.12,5.74,5,3,2.0,100,300,2,2,800
small_non_emergency,2.75,3.93,6.69,5,3,2.0,100,300,2,2,800
small_non_emergency,5.72,4.19,6.71,5,3,2.0,100,300,3,2,900
small_non_emergency,2.09,5.93,5.44,5,3,2.0,100,300,2,2,800
small_non_emergency,8.16,4.27,7.16,5,3,2.0,100,300,3,3,1200
small_non_emergency,0.77,4.11,6.84,5,3,2.0,100,300,2,2,800
small_non_emergency,7.29,3.18,6.98,5,3,2.0,100,300,4,3,1300
small_non_emergency,8.65,3.6,6.3,5,3,2.0,100,300,4,3,1300
small_non_emergency,5.01,5.73,7.49,5,3,2.0,100,300,2,2,800
small_non_emergency,9.7,3.86,6.89,5,3,2.0,100,300,4,3,1300
small_non_emergency,7.31,4.83,6.44,5,3,2.0,100,300,3,3,1200
small_non_emergency,7.82,3.52,5.92,5,3,2.0,100,300,4,3,1300
small_non_emergency,0.9,5.1,7.5,5,3,2.0,100,300,2,2,800
small_non_emergency,1.92,5.18,7.8,5,3,2.0,100,300,2,2,800
small_non_emergency,9.5,5.31,6.71,5,3,2.0,100,300,3,3,1200
small_non_emergency,9.83,3.18,6.98,5,3,2.0,100,300,5,3,1400
small_non_emergency,5.87,3.62,6.8,5,3,2.0,100,300,3,2,900
small_non_emergency,2.79,5.15,5.23,5,3,2.0,100,300,2,2,800
small_non_emergency,8.17,5.21,5.65,5,3,2.0,100,300,3,3,1200
small_non_emergency,5.1,4.8,6.87,5,3,2.0,100,300,3,2,900
small_non_emergency,5.2,5.08,7.39,5,3,2.0,100,300,3,2,900
small_non_emergency,2.63,4.66,7.16,5,3,2.0,100,300,2,2,800
small_non_emergency,9.65,3.68,5.26,5,3,2.0,100,300,5,3,1400
small_non_emergency,8.37,3.37,6.23,5,3,2.0,100,300,4,3,1300
small_non_emergency,6.74,5.98,7.56,5,3,2.0,100,300,3,2,900
small_non_emergency,8.21,3.66,7.38,5,3,2.0,100,300,4,3,1300
small_non_emergency,1.81,3.33,6.53,5,3,2.0,100,300,2,2,800
small_non_emergency,8.33,5.88,5.39,5,3,2.0,100,300,3,3,1200
small_non_emergency,6.36,3.85,7.69,5,3,2.0,100,300,3,2,900
small_non_emergency,10.81,3.84,5.39,5,3,2.0,100,300,5,3,1400
small_non_emergency,11.4,3.85,7.74,5,3,2.0,100,300,5,3,1400
small_non_emergency,0.82,4.23,6.45,5,3,2.0,100,300,2,2,800
small_non_emergency,8.9,5.88,7.91,5,3,2.0,100,300,3,3,1200
small_non_emergency,6.02,3.13,5.49,5,3,2.0,100,300,3,3,1200
small_non_emergency,12.0,3.7,6.44,5,3,2.0,100,300,5,3,1400
small_non_emergency,8.71,4.3,7.8,5,3,2.0,100,300,4,3,1300
small_non_emergency,5.25,3.54,5.43,5,3,2.0,100,300,3,2,900
small_non_emergency,4.18,4.11,6.5,5,3,2.0,100,300,3,2,900
small_non_emergency,4.38,3.53,6.66,5,3,2.0,100,300,3,2,900
small_non_emergency,1.15,4.51,6.54,5,3,2.0,100,300,2,2,800
small_non_emergency,0.96,4.01,7.31,5,3,2.0,100,300,2,2,800
small_non_emergency,2.88,3.78,6.85,5,3,2.0,100,300,2,2,800
small_non_emergency,5.91,3.38,5.78,5,3,2.0,100,300,3,3,1200
small_non_emergency,4.51,5.44,6.42,5,3,2.0,100,300,2,2,800
small_non_emergency,11.12,4.39,6.69,5,3,2.0,100,300,4,3,1300
small_non_emergency,4.69,4.98,7.29,5,3,2.0,100,300,2,2,800
small_non_emergency,6.88,4.49,6.34,5,3,2.0,100,300,3,3,1200
small_non_emergency,2.7,3.39,7.44,5,3,2.0,100,300,2,2,800
small_non_emergency,11.52,5.99,7.77,5,3,2.0,100,300,3,3,1200
small_non_emergency,8.2,5.12,5.62,5,3,2.0,100,300,3,3,1200
small_non_emergency,6.25,5.82,6.36,5,3,2.0,100,300,3,2,900
small_non_emergency,6.78,5.92,5.54,5,3,2.0,100,300,3,3,1200
small_non_emergency,1.58,3.79,6.4,5,3,2.0,100,300,2,2,800
small_non_emergency,9.45,4.6,7.62,5,3,2.0,100,300,4,3,1300
small_non_emergency,11.16,4.34,7.51,5,3,2.0,100,300,4,3,1300
small_non_emergency,2.28,5.26,5.3,5,3,2.0,100,300,2,2,800
small_non_emergency,5.97,5.31,6.43,5,3,2.0,100,300,3,2,900
small_non_emergency,3.16,3.94,6.91,5,3,2.0,100,300,2,2,800
small_non_emergency,4.65,5.25,7.7,5,3,2.0,100,300,2,2,800
small_non_emergency,9.76,3.45,6.33,5,3,2.0,100,300,5,3,1400
small_non_emergency,7.46,3.42,6.51,5,3,2.0,100,300,4,3,1300
small_non_emergency,7.12,3.25,6.33,5,3,2.0,100,300,4,3,1300
small_non_emergency,9.41,3.68,5.26,5,3,2.0,100,300,4,3,1300
small_non_emergency,3.92,3.05,7.66,5,3,2.0,100,300,3,2,900
small_non_emergency,10.61,3.59,6.26,5,3,2.0,100,300,5,3,1400
small_non_emergency,9.55,3.61,7.1,5,3,2.0,100,300,4,3,1300
small_non_emergency,1.19,5.35,7.44,5,3,2.0,100,300,2,2,800
small_non_emergency,1.47,3.67,5.58,5,3,2.0,100,300,2,2,800
small_non_emergency,1.19,5.34,7.82,5,3,2.0,100,300,2,2,800
small_non_emergency,2.07,3.97,5.96,5,3,2.0,100,300,2,2,800
small_non_emergency,3.98,4.76,5.27,5,3,2.0,100,300,2,2,800
small_non_emergency,4.78,3.28,5.28,5,3,2.0,100,300,3,2,900
small_non_emergency,10.82,5.5,6.99,5,3,2.0,100,300,3,3,1200
small_non_emergency,7.41,3.04,7.84,5,3,2.0,100,300,4,2,1000
small_non_emergency,7.75,5.23,5.51,5,3,2.0,100,300,3,3,1200
small_non_emergency,8.86,4.83,5.4,5,3,2.0,100,300,3,3,1200
small_non_emergency,8.29,5.32,5.96,5,3,2.0,100,300,3,3,1200
small_non_emergency,7.78,3.28,7.42,5,3,2.0,100,300,4,3,1300
small_non_emergency,9.72,3.75,5.23,5,3,2.0,100,300,5,3,1400
small_non_emergency,3.81,4.6,5.03,5,3,2.0,100,300,2,2,800
small_non_emergency,1.46,5.36,6.7,5,3,2.0,100,300,2,2,800
small_non_emergency,0.9,5.65,6.39,5,3,2.0,100,300,2,2,800
small_non_emergency,7.26,4.0,7.5,5,3,2.0,100,300,3,2,900
small_non_emergency,3.44,4.45,6.77,5,3,2.0,100,300,2,2,800
small_non_emergency,8.08,5.71,7.46,5,3,2.0,100,300,3,3,1200
small_non_emergency,2.2,3.91,7.64,5,3,2.0,100,300,2,2,800
small_non_emergency,1.16,3.51,5.77,5,3,2.0,100,300,2,2,800
small_non_emergency,5.39,4.86,5.64,5,3,2.0,100,300,3,2,900
small_non_emergency,0.85,3.55,5.89,5,3,2.0,100,300,2,2,800
small_non_emergency,3.29,3.77,6.73,5,3,2.0,100,300,2,2,800
small_non_emergency,5.0,3.15,6.99,5,3,2.0,100,300,3,2,900
small_non_emergency,1.68,5.63,7.82,5,3,2.0,100,300,2,2,800
small_non_emergency,3.84,4.18,7.08,5,3,2.0,100,300,2,2,800
small_non_emergency,10.45,4.35,7.29,5,3,2.0,100,300,4,3,1300
small_non_emergency,6.85,3.65,5.99,5,3,2.0,100,300,3,3,1200
small_non_emergency,11.91,4.38,7.21,5,3,2.0,100,300,4,3,1300
small_non_emergency,5.42,4.59,7.8,5,3,2.0,100,300,3,2,900
small_non_emergency,8.9,3.87,7.25,5,3,2.0,100,300,4,3,1300
small_non_emergency,2.86,3.48,6.86,5,3,2.0,100,300,2,2,800
small_non_emergency,5.4,3.06,5.91,5,3,2.0,100,300,3,2,900
small_non_emergency,2.25,3.65,5.83,5,3,2.0,100,300,2,2,800
small_non_emergency,1.85,5.44,5.43,5,3,2.0,100,300,2,2,800
small_non_emergency,2.38,5.67,6.64,5,3,2.0,100,300,2,2,800
small_non_emergency,1.55,4.72,5.69,5,3,2.0,100,300,2,2,800
small_non_emergency,2.05,5.71,5.43,5,3,2.0,100,300,2,2,800
small_non_emergency,5.48,3.24,6.28,5,3,2.0,100,300,3,2,900
small_non_emergency,2.78,4.81,6.64,5,3,2.0,100,300,2,2,800
small_non_emergency,0.65,5.84,6.72,5,3,2.0,100,300,2,2,800
small_non_emergency,2.89,4.43,5.86,5,3,2.0,100,300,2,2,800
small_non_emergency,2.89,4.95,5.54,5,3,2.0,100,300,2,2,800
small_non_emergency,5.7,5.76,5.79,5,3,2.0,100,300,2,2,800
small_non_emergency,8.26,5.63,6.45,5,3,2.0,100,300,3,3,1200
small_non_emergency,1.14,5.72,7.9,5,3,2.0,100,300,2,2,800
small_non_emergency,3.41,5.63,7.51,5,3,2.0,100,300,2,2,800
small_non_emergency,8.26,5.89,6.29,5,3,2.0,100,300,3,3,1200
small_non_emergency,9.28,4.47,7.56,5,3,2.0,100,300,4,3,1300
small_non_emergency,4.15,4.3,6.49,5,3,2.0,100,300,2,2,800
small_non_emergency,4.91,3.53,5.23,5,3,2.0,100,300,3,2,900
small_non_emergency,0.88,5.47,5.37,5,3,2.0,100,300,2,2,800
small_non_emergency,6.35,3.66,7.05,5,3,2.0,100,300,3,2,900
small_non_emergency,5.79,5.69,5.5,5,3,2.0,100,300,3,3,1200
small_non_emergency,3.65,3.06,5.22,5,3,2.0,100,300,3,2,900
small_non_emergency,6.09,3.38,7.9,5,3,2.0,100,300,3,2,900
small_non_emergency,10.48,5.15,6.69,5,3,2.0,100,300,4,3,1300
small_non_emergency,6.16,5.62,6.39,5,3,2.0,100,300,3,2,900
small_non_emergency,4.14,5.32,7.68,5,3,2.0,100,300,2,2,800
small_non_emergency,3.71,3.34,5.98,5,3,2.0,100,300,3,2,900
small_non_emergency,11.29,3.86,6.97,5,3,2.0,100,300,5,3,1400
small_non_emergency,2.82,4.83,6.87,5,3,2.0,100,300,2,2,800
small_non_emergency,10.81,4.1,6.35,5,3,2.0,100,300,4,3,1300
small_non_emergency,4.47,3.82,5.61,5,3,2.0,100,300,3,2,900
small_non_emergency,8.95,4.61,7.95,5,3,2.0,100,300,3,3,1200
small_non_emergency,5.51,3.06,6.59,5,3,2.0,100,300,3,2,900
small_non_emergency,2.71,3.43,6.39,5,3,2.0,100,300,2,2,800
small_non_emergency,4.97,4.41,5.33,5,3,2.0,100,300,3,2,900
small_non_emergency,11.04,3.8,5.87,5,3,2.0,100,300,5,3,1400
small_non_emergency,1.89,3.07,6.55,5,3,2.0,100,300,2,2,800
small_non_emergency,8.17,3.67,5.58,5,3,2.0,100,300,4,3,1300
small_non_emergency,10.35,4.17,6.46,5,3,2.0,100,300,4,3,1300
small_non_emergency,3.79,3.91,7.54,5,3,2.0,100,300,2,2,800
small_non_emergency,6.85,5.73,7.36,5,3,2.0,100,300,3,2,900
small_non_emergency,11.06,5.26,6.7,5,3,2.0,100,300,4,3,1300
small_non_emergency,1.47,5.44,7.12,5,3,2.0,100,300,2,2,800
small_non_emergency,5.53,3.77,5.0,5,3,2.0,100,300,3,3,1200
small_non_emergency,0.81,5.26,7.99,5,3,2.0,100,300,2,2,800
small_non_emergency,5.71,3.06,5.62,5,3,2.0,100,300,3,3,1200
small_non_emergency,4.89,5.79,6.46,5,3,2.0,100,300,2,2,800
small_non_emergency,10.47,3.85,5.97,5,3,2.0,100,300,5,3,1400
small_non_emergency,5.58,5.54,5.81,5,3,2.0,100,300,3,2,900
small_non_emergency,5.03,5.62,6.23,5,3,2.0,100,300,2,2,800
small_non_emergency,8.03,5.18,6.17,5,3,2.0,100,300,3,3,1200
small_non_emergency,9.83,5.26,6.59,5,3,2.0,100,300,3,3,1200
small_non_emergency,8.72,5.86,7.46,5,3,2.0,100,300,3,3,1200
small_non_emergency,4.25,5.47,6.78,5,3,2.0,100,300,2,2,800
small_non_emergency,6.08,4.24,6.47,5,3,2.0,100,300,3,2,900
small_non_emergency,3.71,4.77,7.7,5,3,2.0,100,300,2,2,800
small_non_emergency,6.57,4.75,6.54,5,3,2.0,100,300,3,3,1200
small_non_emergency,10.35,5.73,7.75,5,3,2.0,100,300,3,3,1200
small_non_emergency,6.01,5.68,6.82,5,3,2.0,100,300,3,2,900
small_non_emergency,6.62,4.86,7.94,5,3,2.0,100,300,3,2,900
small_non_emergency,8.75,4.55,7.96,5,3,2.0,100,300,3,3,1200
small_non_emergency,3.51,5.17,5.3,5,3,2.0,100,300,2,2,800
small_non_emergency,10.11,5.71,6.22,5,3,2.0,100,300,3,3,1200
small_non_emergency,7.41,4.58,7.57,5,3,2.0,100,300,3,2,900
small_non_emergency,8.68,4.33,7.35,5,3,2.0,100,300,4,3,1300
